 6.20840	52.49248	80.56360	41.16400	 3.03701	
84.27344	 7.43184	96.31801	49.91861	45.12317	
56.58500	61.94753	97.51319	61.93334	40.23550	
 7.62597	29.13696	40.55020	45.44765	53.14654	
55.11500	10.59700	34.37359	37.67671	10.81496	
24.56000	99.93074	55.51275	19.14029	78.50135	
32.41078	 0.48591	55.52895	96.28700	73.28670	
77.39400	29.23816	56.92416	64.38208	13.23370	
17.41565	62.23634	 9.68598	51.36766	60.70642	
55.37973	42.96051	52.01337	34.55370	43.40591	
87.46880	55.69745	16.68070	69.14651	71.22848	
79.75010	86.41931	 3.12974	 9.08756	53.57893	
23.51433	26.97100	11.98450	 1.08054	19.56151	
10.82740	72.05798	62.36760	95.13538	 8.96096	
63.59908	70.26440	46.57275	94.60410	71.16448	
94.45900	68.09580	82.81410	91.16000	99.30011	
31.92701	 2.48374	40.77500	93.06000	17.43900	
97.08634	13.77553	87.97791	95.54845	44.39000	
58.59800	32.94817	50.20700	20.72000	74.07525	
83.16652	 7.52614	85.86731	86.46680	81.20090	
55.96505	67.57405	13.55967	 0.58398	54.25072	
 1.54406	90.89322	66.45470	82.74376	27.47275	
31.32485	28.08496	24.81130	 8.69133	 9.95859	
48.26797	34.28500	48.69378	88.32283	61.90743	
69.38162	58.05964	95.92806	89.17074	28.43806	
37.07800	65.69100	93.44568	23.96515	65.68060	
 1.90459	69.40050	27.16470	25.52210	95.91349	
35.93841	10.65872	 2.70500	80.15696	64.47700	
93.15466	18.77000	46.78347	29.16670	15.63156	
56.18700	82.16105	70.34720	20.82998	77.98169	
85.45318	94.37240	27.62918	 0.75274	29.56376	
63.04860	95.76679	49.77720	84.42100	50.77337	
57.24480	16.35600	76.61700	88.77193	43.94369	
62.76700	23.89400	70.62470	86.87240	41.22600	
84.50960	71.61388	10.63696	39.75363	31.61350	
26.11554	21.63710	 6.21356	45.86984	 0.92374	
42.56071	12.89450	95.55295	90.63000	10.46624	
48.94142	69.87877	40.28000	18.84786	19.65700	
86.11800	33.55360	24.42691	43.60600	80.37094	
80.04850	62.92825	82.03679	12.82195	53.97742	
42.29000	47.39790	 6.76486	78.95490	44.62020	
79.93314	66.96643	99.13809	85.78016	76.71756	
 5.84860	15.89077	92.28900	37.79380	48.49869	
47.64352	13.20713	 2.74798	66.58500	 0.91254	
57.18600	19.80220	 5.51025	68.74454	33.60115	
84.10359	99.15710	10.48000	69.37100	76.90087	
89.06230	 9.23629	26.78340	10.06700	14.83236	
65.98134	60.68409	86.60020	14.10800	87.36200	
73.34300	57.59270	43.82400	90.18900	41.64200	
41.91854	71.46382	96.14969	39.97900	87.24300	
93.59411	 4.01730	22.82531	72.05523	33.55708	
35.40997	37.58554	 3.03969	66.14894	 8.47298	
57.36170	71.76598	25.56362	50.40300	56.14248	
21.87400	45.71621	40.80138	71.98700	68.36442	
63.04300	40.84740	 4.54108	35.71479	21.18690	
51.43915	85.41400	89.16214	95.11525	73.70377	
72.20900	 9.45360	 0.64821	15.08536	81.51463	
79.18095	69.71905	40.80419	99.00862	86.97900	
38.47607	40.52770	84.81358	33.09301	57.62893	
47.83090	83.63460	90.19943	92.82092	95.85995	
68.73312	56.84174	66.15300	96.94285	33.89500	
30.96020	72.33974	56.81943	56.03702	54.80447	
 1.51530	99.58297	64.98952	56.91758	99.67417	
82.66587	64.70300	87.83557	87.11070	82.39275	
22.23444	30.85734	42.98150	95.88136	99.63307	
 5.69020	78.62020	70.05416	18.34449	94.05430	
 3.60767	96.29960	56.50478	39.12365	 7.81570	
 1.59361	62.33800	83.04790	 3.06732	20.20650	
36.19306	36.76290	 8.70629	94.70100	53.83200	
59.97608	18.53570	89.74935	14.16530	 6.42931	
44.53146	41.97005	97.84097	59.70089	42.90355	
99.56060	61.01655	89.02410	16.91491	65.70302	
 3.94323	52.16200	36.69308	66.28154	 3.84160	
73.36364	43.67900	31.70150	 9.03439	83.01640	
74.66998	89.38790	77.87614	95.90927	99.13940	
61.54507	11.75653	59.02572	63.64313	46.40043	
20.53100	38.16060	96.59442	33.31744	56.88625	
42.58700	21.84845	83.19500	73.56300	80.81203	
71.58843	54.65280	 8.73460	26.56235	70.03760	
47.38200	45.46200	 5.40699	25.47757	14.06974	
25.39800	64.77472	88.36795	37.61806	16.47370	
34.77183	93.39216	69.63060	65.96183	99.00440	
 4.14981	18.23143	10.57784	38.31826	77.83710	
47.52923	12.19314	77.57520	 4.76830	25.93575	
18.21066	16.40725	28.37613	69.15816	99.90300	
20.79104	46.43021	72.42386	54.90917	37.64500	
96.18242	50.31203	29.90405	82.45215	31.42300	
93.59557	35.99385	12.15400	46.63203	34.25572	
65.29878	38.31322	76.67197	19.66196	81.57463	
53.38584	74.12636	86.56286	71.97573	46.14000	
12.85654	12.66094	47.93358	50.66700	67.67441	
47.78400	 6.09625	91.74759	99.31600	80.15063	
44.57980	 5.10404	93.34556	16.61290	54.45700	
71.67281	81.56410	82.71766	61.31666	48.57732	
97.72734	47.32290	15.73623	59.63366	21.90200	
41.30340	36.65170	 7.46442	77.81173	50.97868	
85.02100	47.48010	18.06510	 3.57288	84.22246	
83.33780	81.36700	 2.18546	 6.89196	71.40710	
62.28400	89.99600	67.28100	57.05380	40.09400	
29.83640	15.78600	62.50418	89.88848	 4.64806	
