      0000018.4729,    0077.3458,      0031.554738, 02.65859,     0000028.6918
    55.6893804,12.33545633,27.572762,00060.738213,      00076.94446
     48.0663889, 0030.91759,   0052.214852,   023.01944832,      0087.670553
  017.1410553,76.0081242,   000076.86871,    0092.6736,    000072.79157
      87.69479381,     00087.764, 0000020.838, 69.842948,089.87947663
 000011.41048,     000091.64533, 00035.636,      73.4164333,000084.76458
     0052.856837,   74.81622,   08.622455,  80.3382201,   00001.930278
      048.71489,      0081.10014,   031.8313092,000022.054,00018.063
    00024.255742,96.708922, 69.7366503,     0014.957125,      00006.307503
      0091.66277,0000071.667,0035.4317,    029.302433,00000074.157
      5.13819795,    93.994355,   0095.81946,    000038.65966,    00024.638297
  0056.910363,49.9670839,  000059.156,   03.1057009,   000057.36324
     0097.8596745,    53.8436301,     005.4726781,      47.1567023,    0000026.895
     068.81265,  000051.8033, 0037.6349795,    59.492661,   76.54110184
      26.33346949,      00019.18,      00000017.569,      0000085.247,00068.8596
 049.59124,  31.72000868,     088.956351,    01.296407219,   52.00214151
    000027.7012,   0032.85354,0000058.5664,   0023.637322, 00000071.369
  0053.408,   75.16190522,  90.24929574, 088.89522,    00000066.295
 82.640199,  000010.631,      000052.87724,  7.53505361,   062.2288
  0096.514079,    000034.619,     000010.90392,   0057.4733991,  82.627613
      00006.4742,      000087.62685, 000026.113,      00083.066,  067.45268
   96.4106241,      0000.013245,      078.818807,      9.94986249,   0000066.3475
      56.68217,   000052.8377,0000051.615,   00000060.939,     65.89634124
     000089.11847,      0000012.8688,     09.59489081,  093.0693, 0000095.0497
    0046.09012,   37.4267477,     4.74257227,  00090.8734,061.1615
 0094.8138, 92.876465,     000082.289,  68.145159,088.6066
      0000013.2535,     0076.5186,      00040.327773,  0052.4108367, 0034.70279
   30.1619974,2.105548663,    0056.7634098, 0022.031623, 000094.192
27.8300977,    47.52624447,     00082.35643,   084.35169542, 00006.5878
 00073.237,    00000067.924,00012.116356,     000046.52815,   35.9738125
  00091.099537,  00062.521191,     49.4956349,  30.87319115,     00031.564725
    62.185312,      000.73677822,      0012.1040441, 0000074.8836,58.1533032
  34.3215661,00077.20063, 50.0676188,  00005.58503,    013.7782034
  00019.299,      14.97321,  0000035.933,000064.2979,   0034.1942069
    00052.541687,      3.318172,    066.3160346,    098.404613,     77.47129116
00018.86,053.27873849,  0000095.7762,00.461209,    000085.7236
     00052.9228,     094.96151463,    00000092.855,     0000074.9096,      00000008.107
    024.205632,   00033.655,  033.67935865,079.5618,  13.48106719
52.22216271, 84.9559774,00066.3533,      000019.73778,   00025.70093
 0058.0455, 000011.8416,  00074.985353,    88.583782,  0076.646
      2.61681687,     0000093.3508, 00000034.041,  38.45368,     000069.1686
  00037.42858,     16.757014,   0039.6996494,  71.43567,    0021.727
09.779066935,      00003.091592, 23.79722,   00000070.553, 13.382965
      19.6073942,  12.704047,      054.4814,     26.93041318,0000045.233
 025.5408,    0043.03469, 00072.6837,   054.99477,  31.9080725
49.76896138,    94.99632241,     0026.6490154,81.82074891,  00063.785
    000030.5818,    49.78293147,     0071.38758,      0048.4727,  0072.741324
  9.20003051,     6.40031457,   000017.811,     00092.37889,  55.420255
043.17324256,      071.61863007,    047.0636487, 00087.4389, 000048.152
   085.1732,   02.79510602,  35.05419374,     13.26945,  42.413867
0041.4709,    49.416572,     0051.956,      0.18321246,   82.18132039
    000026.9313,     025.54988,   000094.064,00028.76854, 0004.4876
 23.9862782,27.24921081,   000095.1166,039.6776465, 00017.365604
   59.47681, 00000072.366,     000035.2161,  0046.482, 95.964922
     0000020.1239,  000081.7262,00000075.726,   000073.2929,     000042.3067
   00023.8839,  00071.257,  0000090.264,    0000089.673,     0041.7824109
      050.7546031,   00054.43744,      078.56823,      73.50326134,   0000036.1122
 30.48446092,   88.182302,74.27089,    20.76126527,   73.1981793
     0000053.7253,00000068.392,      089.455326,    0078.381707,     000092.728
  0002.8576,   062.040301,000083.5544,     00000058.284,   00013.97245
    07.1139874,      000064.177,032.57139556,    008.6296313, 055.2062
   98.6501968, 0030.407908,   00066.2722,  74.4893854,   0052.913086
60.3416792,   000013.45116,      0050.549,   1.808506388,   075.054833
    0001.9609,47.820776,   048.09572,      00059.195,      0006.936755
      22.309006,  44.19580799,  00060.14223,   89.6467471,9.615721384
18.0545654,      00011.40715,  0015.21019, 056.15763984, 00012.2526
    00077.458,    0036.856,  044.654776,      075.15538,    081.55787509
      0075.12898,     0028.2163,    088.9427973,      000065.918,    0070.458544
  84.90278529,      24.962568,  00000063.595,   070.26969932,00011.374
  040.434213, 74.429932,     98.6631257,    053.4727,     0099.0305088
      0000043.422,   45.898654,     0004.2037,     0.195411145,      0010.3920923
  000000089.85,000018.901,84.09017537,     094.0887,  29.401826
    15.1539665,    00000024.556, 044.44410827,00000039.082,020.689151
   94.0432811,  077.58613189,     34.9395941, 88.2916423, 31.48779922
      9.780664921,000039.30264, 092.187711, 0071.8039,  0028.681
   040.50336052,     00085.3763,   000056.1777,      81.72333,     000003.0401
