     00006.2084  52.4924811      80.56359924      0041.164 3.0370123
    84.27343877 7.431843263 00096.318006  49.9186119    45.12317
     000056.585      61.94752616   97.51318677  00061.93334  000040.2355
   007.62597       29.1369642    00040.5502       0045.44765      53.14653961
  0000055.115  0000010.597      34.37359005   37.6767093       10.8149649
 00000024.56 99.93073691       055.5127451  00019.14029 78.5013481
 32.41078344      0.485905779   00055.52895    00000096.287     00073.2867
   00000077.394   29.2381588 56.92415819      000064.38208       0013.2337
 17.415652 62.23633505 09.68598 51.3676646      060.70642052
     055.37973      042.96050795      00052.013369 00034.5537     00043.40591
  087.4688  0055.697452       016.6807     0069.14651      71.22847819
 079.7501       086.41931    3.129744249     0009.0875578 00053.57893
  0023.51433    000026.971      11.98450125      1.08054431   019.56151144
  010.8274015 072.057984       0062.3676  0095.135378     0008.960958
 63.5990776       00070.264396    00046.57275    0094.6041       71.16448213
     000094.459   000068.0958 082.8141     000091.16       99.3001092
   31.92700994    002.4837397  00000040.775       00093.06   00000017.439
    97.086339    13.77553   87.9779108 00095.548447       00044.39
 0000058.598     032.94816643     0000050.207    00000020.72     74.075253
      083.166524    7.526144551  0085.8673105  00086.4668      081.2009
055.96504855 067.5740525    013.559665    0.583979616      054.250721
 1.544061      90.8932208       0066.4547       082.7437646     27.4727514
   00031.324853      28.08496      0000024.8113 8.691326788    009.9585871
  48.26796791  0034.285      00048.693781      88.32283427 61.907426
     000069.38162     58.059635      95.9280629 89.17074164   28.43806034
      0000037.078 000065.691   093.44567959 0023.9651526      0000065.6806
0001.90459       0000069.4005       027.1647       0000025.5221      00095.91349
      35.9384112      010.658715     000002.705     0080.15696  0000064.477
  93.15466477  000000018.77 046.78346759  0029.1667   015.6315628
  0056.187      082.16105227     070.3472       0020.8299753     077.981693
     85.45318119 000094.3724  000027.62918    00.752743843     00029.56376
 0063.0486   95.7667913      49.777197  0000084.421     50.7733735
     0057.2448       00016.356  0076.617    000088.77193   43.94369
00062.767   00023.894 0070.6247       000086.8724      00041.226
      000084.5096       71.613877  000010.63696       0039.7536349  00031.6135
   26.1155381 0000021.6371      006.213556    045.8698424   0.92374263
 0042.56071      00012.894496      95.5529525 000000090.63  0010.466236
  48.94142357  0069.878772  00040.28 000018.84786      000019.657
   00086.118     0033.5536     24.42690775     00000043.606       80.3709358
      000080.0485   0062.92825  0082.036792 000012.82195 000053.97742
   00042.29  000047.3979       0006.764864   0000078.9549 44.6201978
  79.93314388     00066.966432       99.1380882     00085.780162      076.71756
    00005.8486   000015.89077   0092.289    0037.7938      00048.498692
     0047.6435163   13.20713167     0002.747977  00066.585  00.912536
0057.186       000019.8022 05.510251309       00068.744538   33.6011507
     000084.10359 0099.1571    000010.48     000069.371   076.9008718
   00089.0623       00009.23629   0026.7834    0010.067     000014.83236
     00065.981339      60.6840852       0000086.6002 00000014.108      0087.362
     000073.343    0057.5927   0000043.824   0000090.189 0000041.642
   041.9185419    00071.463823     096.149695   0039.979      00087.243
   093.59410841  0000004.0173   22.82530759       72.05523142     0033.55708
    00035.409972 37.58554       00003.039688   0066.1489415     0008.47298
     0057.3617   71.76597654   0025.5636232    000050.403    00056.14248
   0000021.874     45.7162125    040.8013836      00000071.987    68.36442199
      00000063.043      000040.8474       0004.541083  35.7147855  000021.1869
      0051.4391457   000085.414 089.162141  95.11525072  00073.703769
    0000072.209    0000009.4536 00.648214457      015.0853556 81.51463358
      079.1809544   0069.7190461  040.80419 00099.00862    0000086.979
 38.47607 040.52769568 084.813581   33.0930069  57.6289266
  0000047.8309       083.634599 090.199425    92.82092029  95.8599511
    68.7331151  0056.84174 0000066.153   96.9428538 00033.895
030.9602     072.339737      00056.819425  56.037023       000054.80447
    0001.5153 00099.582972    64.98951929      056.917584    00099.67417
  082.6658657 0064.703       0087.83557   0087.1107   82.3927532
   0022.2344406  30.8573354   042.9815       95.88135739     099.633066
    0005.6902 00078.6202    0070.0541607    18.34449443    0000094.0543
   3.60766958  0000096.2996  056.5047835     39.12365458       000007.8157
    1.593613 0000062.338    00083.0479   00003.067322     20.20650383
 36.19305568      036.7629    08.70628823    000094.701      0000053.832
 59.976085     0018.5357 89.7493509       0000014.1653   6.429305741
      044.531458       0041.97005     000097.84097     59.70089099 42.903552
 99.560601    61.0165534 00089.0241       16.91491183   65.70302
     03.943232 052.1620038  36.693076  66.28154     000003.8416
     73.363636      000043.679  000031.7015 09.03439      0000083.0164
  74.66997745  0089.3879      077.87614       95.909274       0000099.1394
      061.54507      11.75653004   00059.02572  63.64312622     0046.4004327
     00000020.531 00038.1606 96.59442113       033.31744     056.88625
   0042.587       000021.84845     0083.195     00000073.563  080.81202853
    00071.588433   054.6528      00008.7346    0026.5623516       070.0376
00000047.382   0000045.462     005.4069911   025.4775693    0014.0697379
  00000025.398   64.77471652   88.3679487    37.618058 16.47369767
 034.771827    093.3921552 0000069.6306 065.961834 099.0044
  04.149812413   018.23143446 10.5778372    038.3182649   77.8371045
      47.52922881 0012.19314      0077.5752044     0000004.7683       025.935754
   18.2106647 16.4072504    0028.376127     069.158162    99.903004
     000020.79104    046.4302081 072.423864 54.9091692       00037.645
      0096.1824162    50.31203198     29.90405122   000082.45215    00031.423
   093.59556643     35.9938478   0012.154  00046.632026       34.25572
   00065.298784      0038.3132207     76.67197056      19.6619585      81.5746328
     053.3858356   074.12636   086.56286 00071.975732 0000046.14
12.85654082 00012.66094    47.93357984 0050.667    00067.674409
   0047.784    06.096251 091.74758687   00000099.316    080.15063203
  044.57979725       005.10404 0093.345564      0016.6129     0054.457
     71.6728116 0081.5641    0082.7176557      00061.31666       48.5773174
 0097.7273411       0000047.3229     015.736227   59.63365545      0000021.902
    041.3034 0000036.6517      07.46442 077.81173      00050.97868
  0000085.021       47.4800966  18.06509649      3.572877       84.22245816
 000083.3378       000081.367  002.1854554      6.891961291      000071.4071
    000062.284    0000089.996     0067.281      0057.0538      00000040.094
29.836398  00015.786 0062.5041772   89.8884765     4.648058501
